scenario,model,seed,step,parent_id,child_id,parent_bit,child_bit,parent_theta,child_theta,mutation,event_negativity,event_chsh,event_resource_score,birth_probability,interaction_exposure
basis_selection,quantum,11,4,21,43,1,1,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,4,3,44,1,1,1.9554958207890694,2.1554375085307704,True,0.3779341089686394,2.4105965392848616,0.7558682179372788,0.43400000000000005,0.0
basis_selection,quantum,11,5,38,45,1,1,1.9801295010439959,1.9801295010439959,False,0.37310949335519517,2.387725033331298,0.7462189867103903,0.43400000000000005,0.0
basis_selection,quantum,11,5,10,46,0,0,1.9311576097541752,1.9311576097541752,False,0.3824572868492306,2.432468427917021,0.7649145736984612,0.126,0.0
basis_selection,quantum,11,5,43,47,1,0,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.4676,1.0
basis_selection,quantum,11,5,14,48,0,0,0.9277343229455141,0.9277343229455141,False,0.3421531192876065,2.3563448691690945,0.684306238575213,0.126,0.0
basis_selection,quantum,11,5,41,49,1,1,2.9671387158763594,2.9671387158763594,False,0.038002105277014475,1.5246141019026347,0.07600421055402895,0.43400000000000005,0.0
basis_selection,quantum,11,5,44,50,1,1,2.1554375085307704,2.2099877291544923,True,0.3319137347514756,2.2342370742522824,0.6638274695029512,0.43400000000000005,0.0
basis_selection,quantum,11,5,11,51,0,0,0.4859437742320945,0.42347756244356793,True,0.1966657009390318,2.058741268203311,0.3933314018780636,0.126,0.0
basis_selection,quantum,11,5,27,52,1,1,2.8824374094245426,3.141592653589793,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,5,35,53,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,6,44,54,1,0,2.1554375085307704,2.1554375085307704,False,0.3319137347514756,2.2342370742522824,0.6638274695029512,0.4676,1.0
basis_selection,quantum,11,6,5,55,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,6,3,56,1,1,1.9554958207890694,1.9554958207890694,False,0.3779341089686394,2.4105965392848616,0.7558682179372788,0.4676,1.0
basis_selection,quantum,11,6,11,57,0,0,0.4859437742320945,0.4859437742320945,False,0.1966657009390318,2.058741268203311,0.3933314018780636,0.126,0.0
basis_selection,quantum,11,6,32,58,1,0,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.4676,1.0
basis_selection,quantum,11,6,49,59,1,1,2.9671387158763594,2.9671387158763594,False,0.038002105277014475,1.5246141019026347,0.07600421055402895,0.43400000000000005,0.0
basis_selection,quantum,11,6,35,60,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,6,53,61,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,7,61,62,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,7,35,63,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,7,27,64,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,7,45,65,1,0,1.9801295010439959,1.9801295010439959,False,0.37310949335519517,2.387725033331298,0.7462189867103903,0.43400000000000005,0.0
basis_selection,quantum,11,7,8,66,0,0,1.1924441704926176,1.1924441704926176,False,0.3957224297557683,2.4889295040618387,0.7914448595115366,0.0924,-1.0
basis_selection,quantum,11,7,41,67,1,1,2.9671387158763594,2.9671387158763594,False,0.038002105277014475,1.5246141019026347,0.07600421055402895,0.43400000000000005,0.0
basis_selection,quantum,11,7,53,68,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,7,55,69,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,7,50,70,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.43400000000000005,0.0
basis_selection,quantum,11,7,3,71,1,1,1.9554958207890694,2.025913022256463,True,0.3779341089686394,2.4105965392848616,0.7558682179372788,0.4676,1.0
basis_selection,quantum,11,7,52,72,1,0,3.141592653589793,3.141592653589793,False,7.650686816156168e-33,1.485589108737675,1.5301373632312336e-32,0.43400000000000005,0.0
basis_selection,quantum,11,8,50,73,1,0,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.4676,1.0
basis_selection,quantum,11,8,69,74,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,8,71,75,1,1,2.025913022256463,2.025913022256463,False,0.3634947369006717,2.3454351497945587,0.7269894738013434,0.43400000000000005,0.0
basis_selection,quantum,11,8,60,76,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,8,27,77,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,8,63,78,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,8,5,79,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.4676,1.0
basis_selection,quantum,11,8,32,80,1,0,1.747221016829614,1.8343291594433335,True,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,8,47,81,0,0,1.747221016829614,1.925734928640534,True,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.0924,-1.0
basis_selection,quantum,11,8,56,82,1,1,1.9554958207890694,1.9554958207890694,False,0.3779341089686394,2.4105965392848616,0.7558682179372788,0.43400000000000005,0.0
basis_selection,quantum,11,8,40,83,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,8,6,84,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,8,21,85,1,1,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,8,68,86,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,8,55,87,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.4676,1.0
basis_selection,quantum,11,9,45,88,1,0,1.9801295010439959,2.0011931483385856,True,0.37310949335519517,2.387725033331298,0.7462189867103903,0.4676,1.0
basis_selection,quantum,11,9,10,89,0,1,1.9311576097541752,2.136483699982837,True,0.3824572868492306,2.432468427917021,0.7649145736984612,0.126,0.0
basis_selection,quantum,11,9,70,90,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.43400000000000005,0.0
basis_selection,quantum,11,9,61,91,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,9,56,92,1,0,1.9554958207890694,1.9554958207890694,False,0.3779341089686394,2.4105965392848616,0.7558682179372788,0.43400000000000005,0.0
basis_selection,quantum,11,9,68,93,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,9,14,94,0,0,0.9277343229455141,0.9277343229455141,False,0.3421531192876065,2.3563448691690945,0.684306238575213,0.0924,-1.0
basis_selection,quantum,11,9,6,95,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,9,5,96,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,9,74,97,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,9,84,98,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.4676,1.0
basis_selection,quantum,11,9,83,99,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,9,50,100,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.4676,1.0
basis_selection,quantum,11,9,78,101,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,9,53,102,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,9,64,103,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,9,27,104,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,10,83,105,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,10,93,106,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,10,71,107,1,1,2.025913022256463,2.025913022256463,False,0.3634947369006717,2.3454351497945587,0.7269894738013434,0.4676,1.0
basis_selection,quantum,11,10,97,108,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,10,90,109,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.43400000000000005,0.0
basis_selection,quantum,11,10,104,110,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,10,50,111,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.4676,1.0
basis_selection,quantum,11,10,102,112,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,103,113,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,32,114,1,1,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,10,66,115,0,0,1.1924441704926176,1.1924441704926176,False,0.3957224297557683,2.4889295040618387,0.7914448595115366,0.0924,-1.0
basis_selection,quantum,11,10,40,116,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,101,117,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,41,118,1,0,2.9671387158763594,2.9671387158763594,False,0.038002105277014475,1.5246141019026347,0.07600421055402895,0.43400000000000005,0.0
basis_selection,quantum,11,10,11,119,0,0,0.4859437742320945,0.4859437742320945,False,0.1966657009390318,2.058741268203311,0.3933314018780636,0.0924,-1.0
basis_selection,quantum,11,10,84,120,1,0,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,10,5,121,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,10,53,122,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,68,123,1,1,2.8824374094245426,2.9242675828549785,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,10,77,124,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,11,122,125,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,11,62,126,1,1,2.8824374094245426,2.2403906824755238,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,11,67,127,1,1,2.9671387158763594,2.9671387158763594,False,0.038002105277014475,1.5246141019026347,0.07600421055402895,0.43400000000000005,0.0
basis_selection,quantum,11,11,109,128,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.4676,1.0
basis_selection,quantum,11,11,119,129,0,0,0.4859437742320945,0.4859437742320945,False,0.1966657009390318,2.058741268203311,0.3933314018780636,0.0924,-1.0
basis_selection,quantum,11,11,105,130,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,11,97,131,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,11,102,132,1,1,2.8824374094245426,3.141592653589793,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,11,74,133,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.4676,1.0
basis_selection,quantum,11,11,106,134,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,12,6,135,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.4676,1.0
basis_selection,quantum,11,12,84,136,1,1,2.4499068562310544,1.92127856242915,True,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,12,123,137,1,1,2.9242675828549785,2.9242675828549785,False,0.05369703155925649,1.5454212980376278,0.10739406311851298,0.43400000000000005,0.0
basis_selection,quantum,11,12,114,138,1,0,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,12,130,139,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,12,91,140,0,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.126,0.0
basis_selection,quantum,11,12,21,141,1,1,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.4676,1.0
basis_selection,quantum,11,12,131,142,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,12,122,143,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,12,5,144,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.4676,1.0
basis_selection,quantum,11,12,129,145,0,0,0.4859437742320945,0.4859437742320945,False,0.1966657009390318,2.058741268203311,0.3933314018780636,0.0924,-1.0
basis_selection,quantum,11,12,106,146,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,27,147,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,130,148,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,80,149,0,1,1.8343291594433335,1.8343291594433335,False,0.3979997416472868,2.507688968278336,0.7959994832945736,0.126,0.0
basis_selection,quantum,11,13,68,150,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,13,106,151,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,84,152,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,13,101,153,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,124,154,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,13,136,155,1,1,1.92127856242915,1.92127856242915,False,0.384223521504047,2.441058592528079,0.768447043008094,0.43400000000000005,0.0
basis_selection,quantum,11,13,131,156,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,13,62,157,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,13,125,158,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,13,93,159,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,14,144,160,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,14,147,161,1,1,2.8824374094245426,2.463862036031141,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,14,61,162,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,14,71,163,1,0,2.025913022256463,2.025913022256463,False,0.3634947369006717,2.3454351497945587,0.7269894738013434,0.43400000000000005,0.0
basis_selection,quantum,11,14,110,164,1,0,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,14,141,165,1,1,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.4676,1.0
basis_selection,quantum,11,14,159,166,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,14,155,167,1,0,1.92127856242915,1.92127856242915,False,0.384223521504047,2.441058592528079,0.768447043008094,0.4676,1.0
basis_selection,quantum,11,15,110,168,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,15,123,169,1,1,2.9242675828549785,2.9242675828549785,False,0.05369703155925649,1.5454212980376278,0.10739406311851298,0.43400000000000005,0.0
basis_selection,quantum,11,15,143,170,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,15,116,171,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,15,84,172,1,1,2.4499068562310544,2.4499068562310544,False,0.23896237813099436,1.9521173492266857,0.4779247562619887,0.43400000000000005,0.0
basis_selection,quantum,11,15,4,173,0,1,0.8114071846415329,0.8114071846415329,False,0.30997062864122343,2.281247642492742,0.6199412572824469,0.0924,-1.0
basis_selection,quantum,11,15,27,174,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,15,164,175,0,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.126,0.0
basis_selection,quantum,11,15,148,176,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,15,108,177,0,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.0924,-1.0
basis_selection,quantum,11,15,53,178,1,1,2.8824374094245426,2.6023287046413732,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,16,158,179,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,16,116,180,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,16,144,181,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,16,165,182,1,0,1.747221016829614,1.747221016829614,False,0.40853942360235707,2.5564170981826657,0.8170788472047141,0.43400000000000005,0.0
basis_selection,quantum,11,16,105,183,1,1,2.8824374094245426,3.141592653589793,True,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,16,149,184,1,1,1.8343291594433335,1.6213716167030217,True,0.3979997416472868,2.507688968278336,0.7959994832945736,0.43400000000000005,0.0
basis_selection,quantum,11,16,79,185,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,16,156,186,1,0,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,16,129,187,0,0,0.4859437742320945,0.4859437742320945,False,0.1966657009390318,2.058741268203311,0.3933314018780636,0.126,0.0
basis_selection,quantum,11,16,166,188,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,16,170,189,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,16,106,190,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
basis_selection,quantum,11,17,53,191,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,17,50,192,1,1,2.2099877291544923,2.2099877291544923,False,0.31678029781826017,2.1854588051335644,0.6335605956365203,0.43400000000000005,0.0
basis_selection,quantum,11,17,144,193,1,1,1.8785602469292026,1.8785602469292026,False,0.39139177369048206,2.475916925886636,0.7827835473809641,0.43400000000000005,0.0
basis_selection,quantum,11,17,176,194,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.43400000000000005,0.0
basis_selection,quantum,11,17,155,195,1,1,1.92127856242915,1.92127856242915,False,0.384223521504047,2.441058592528079,0.768447043008094,0.43400000000000005,0.0
basis_selection,quantum,11,17,101,196,1,1,2.8824374094245426,2.8824374094245426,False,0.06982241500488821,1.5694772823752177,0.13964483000977643,0.4676,1.0
