scenario,model,seed,id,parent_id,birth_step,death_step,generation,theta,expressed_bit,birth_event_negativity,birth_event_chsh,birth_event_resource_score,mutation_from_parent,birth_count
basis_selection,quantum,11,27,15,1,20,1,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,8
basis_selection,quantum,11,28,12,1,14,1,1.6965329747995197,0,0.4131343307605939,2.5760323812620585,0.8262686615211878,False,0
basis_selection,quantum,11,29,18,2,3,1,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,0
basis_selection,quantum,11,30,5,2,6,1,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,31,26,2,11,2,2.4499068562310544,0,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,32,21,2,17,1,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,4
basis_selection,quantum,11,33,5,3,7,1,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,34,6,3,9,1,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,35,27,3,8,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,4
basis_selection,quantum,11,36,2,3,11,1,1.9801295010439959,0,0.37310949335519517,2.387725033331298,0.7462189867103903,False,0
basis_selection,quantum,11,37,18,3,5,1,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,1
basis_selection,quantum,11,38,2,4,6,1,1.9801295010439959,1,0.37310949335519517,2.387725033331298,0.7462189867103903,False,1
basis_selection,quantum,11,39,32,4,6,2,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,40,35,4,12,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,41,37,4,12,2,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,3
basis_selection,quantum,11,42,13,4,16,1,1.7948688432096862,0,0.4031845680648177,2.532083980369321,0.8063691361296355,False,0
basis_selection,quantum,11,43,21,4,6,1,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,1
basis_selection,quantum,11,44,3,4,7,1,2.1554375085307704,1,0.3779341089686394,2.4105965392848616,0.7558682179372788,True,2
basis_selection,quantum,11,45,38,5,10,2,1.9801295010439959,1,0.37310949335519517,2.387725033331298,0.7462189867103903,False,2
basis_selection,quantum,11,46,10,5,7,1,1.9311576097541752,0,0.3824572868492306,2.432468427917021,0.7649145736984612,False,0
basis_selection,quantum,11,47,43,5,15,2,1.747221016829614,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,1
basis_selection,quantum,11,48,14,5,7,1,0.9277343229455141,0,0.3421531192876065,2.3563448691690945,0.684306238575213,False,0
basis_selection,quantum,11,49,41,5,7,3,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,1
basis_selection,quantum,11,50,44,5,21,2,2.2099877291544923,1,0.3319137347514756,2.2342370742522824,0.6638274695029512,True,5
basis_selection,quantum,11,51,11,5,15,1,0.42347756244356793,0,0.1966657009390318,2.058741268203311,0.3933314018780636,True,0
basis_selection,quantum,11,52,27,5,10,2,3.141592653589793,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,1
basis_selection,quantum,11,53,35,5,21,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,6
basis_selection,quantum,11,54,44,6,8,2,2.1554375085307704,0,0.3319137347514756,2.2342370742522824,0.6638274695029512,False,0
basis_selection,quantum,11,55,5,6,9,1,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,2
basis_selection,quantum,11,56,3,6,12,1,1.9554958207890694,1,0.3779341089686394,2.4105965392848616,0.7558682179372788,False,2
basis_selection,quantum,11,57,11,6,8,1,0.4859437742320945,0,0.1966657009390318,2.058741268203311,0.3933314018780636,False,0
basis_selection,quantum,11,58,32,6,7,2,1.747221016829614,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,59,49,6,10,4,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,0
basis_selection,quantum,11,60,35,6,9,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,61,53,6,16,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,3
basis_selection,quantum,11,62,61,7,17,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,63,35,7,9,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,64,27,7,12,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,65,45,7,9,3,1.9801295010439959,0,0.37310949335519517,2.387725033331298,0.7462189867103903,False,0
basis_selection,quantum,11,66,8,7,11,1,1.1924441704926176,0,0.3957224297557683,2.4889295040618387,0.7914448595115366,False,1
basis_selection,quantum,11,67,41,7,20,3,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,2
basis_selection,quantum,11,68,53,7,15,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,4
basis_selection,quantum,11,69,55,7,9,2,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,1
basis_selection,quantum,11,70,50,7,10,3,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,1
basis_selection,quantum,11,71,3,7,29,1,2.025913022256463,1,0.3779341089686394,2.4105965392848616,0.7558682179372788,True,7
basis_selection,quantum,11,72,52,7,9,3,3.141592653589793,0,7.650686816156168e-33,1.485589108737675,1.5301373632312336e-32,False,0
basis_selection,quantum,11,73,50,8,11,3,2.2099877291544923,0,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,0
basis_selection,quantum,11,74,69,8,27,3,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,4
basis_selection,quantum,11,75,71,8,9,2,2.025913022256463,1,0.3634947369006717,2.3454351497945587,0.7269894738013434,False,0
basis_selection,quantum,11,76,60,8,12,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,77,27,8,13,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,78,63,8,12,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,79,5,8,30,1,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,3
basis_selection,quantum,11,80,32,8,18,2,1.8343291594433335,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,True,1
basis_selection,quantum,11,81,47,8,18,3,1.925734928640534,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,True,0
basis_selection,quantum,11,82,56,8,9,2,1.9554958207890694,1,0.3779341089686394,2.4105965392848616,0.7558682179372788,False,0
basis_selection,quantum,11,83,40,8,43,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,7
basis_selection,quantum,11,84,6,8,16,1,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,5
basis_selection,quantum,11,85,21,8,19,1,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,1
basis_selection,quantum,11,86,68,8,14,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,87,55,8,15,2,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,88,45,9,10,3,2.0011931483385856,0,0.37310949335519517,2.387725033331298,0.7462189867103903,True,0
basis_selection,quantum,11,89,10,9,12,1,2.136483699982837,1,0.3824572868492306,2.432468427917021,0.7649145736984612,True,0
basis_selection,quantum,11,90,70,9,12,4,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,1
basis_selection,quantum,11,91,61,9,19,5,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,92,56,9,11,2,1.9554958207890694,0,0.3779341089686394,2.4105965392848616,0.7558682179372788,False,0
basis_selection,quantum,11,93,68,9,15,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,94,14,9,22,1,0.9277343229455141,0,0.3421531192876065,2.3563448691690945,0.684306238575213,False,0
basis_selection,quantum,11,95,6,9,11,1,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,96,5,9,21,1,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,97,74,9,13,4,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,2
basis_selection,quantum,11,98,84,9,14,2,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,99,83,9,11,5,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,100,50,9,13,3,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,0
basis_selection,quantum,11,101,78,9,31,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,8
basis_selection,quantum,11,102,53,9,15,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,103,64,9,11,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,104,27,9,11,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,105,83,10,18,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,106,93,10,33,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,5
basis_selection,quantum,11,107,71,10,16,2,2.025913022256463,1,0.3634947369006717,2.3454351497945587,0.7269894738013434,False,0
basis_selection,quantum,11,108,97,10,28,5,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,4
basis_selection,quantum,11,109,90,10,12,5,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,1
basis_selection,quantum,11,110,104,10,19,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,111,50,10,12,3,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,0
basis_selection,quantum,11,112,102,10,16,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,113,103,10,11,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,114,32,10,14,2,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,1
basis_selection,quantum,11,115,66,10,15,2,1.1924441704926176,0,0.3957224297557683,2.4889295040618387,0.7914448595115366,False,0
basis_selection,quantum,11,116,40,10,21,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,117,101,10,17,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,118,41,10,13,3,2.9671387158763594,0,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,0
basis_selection,quantum,11,119,11,10,21,1,0.4859437742320945,0,0.1966657009390318,2.058741268203311,0.3933314018780636,False,1
basis_selection,quantum,11,120,84,10,21,2,2.4499068562310544,0,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,121,5,10,13,1,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,122,53,10,15,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,123,68,10,16,5,2.9242675828549785,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,2
basis_selection,quantum,11,124,77,10,16,3,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,125,122,11,18,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,126,62,11,35,6,2.2403906824755238,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,4
basis_selection,quantum,11,127,67,11,12,4,2.9671387158763594,1,0.038002105277014475,1.5246141019026347,0.07600421055402895,False,0
basis_selection,quantum,11,128,109,11,13,6,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,0
basis_selection,quantum,11,129,119,11,17,2,0.4859437742320945,0,0.1966657009390318,2.058741268203311,0.3933314018780636,False,2
basis_selection,quantum,11,130,105,11,22,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,131,97,11,33,5,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,5
basis_selection,quantum,11,132,102,11,12,5,3.141592653589793,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,0
basis_selection,quantum,11,133,74,11,20,4,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,134,106,11,17,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,135,6,12,13,1,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,136,84,12,15,2,1.92127856242915,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,True,1
basis_selection,quantum,11,137,123,12,18,6,2.9242675828549785,1,0.05369703155925649,1.5454212980376278,0.10739406311851298,False,0
basis_selection,quantum,11,138,114,12,13,3,1.747221016829614,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,139,130,12,15,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,140,91,12,13,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,141,21,12,29,1,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,5
basis_selection,quantum,11,142,131,12,17,6,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,143,122,12,21,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,3
basis_selection,quantum,11,144,5,12,18,1,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,3
basis_selection,quantum,11,145,129,12,13,3,0.4859437742320945,0,0.1966657009390318,2.058741268203311,0.3933314018780636,False,0
basis_selection,quantum,11,146,106,12,37,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,147,27,13,20,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,148,130,13,16,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,149,80,13,17,3,1.8343291594433335,1,0.3979997416472868,2.507688968278336,0.7959994832945736,False,1
basis_selection,quantum,11,150,68,13,33,5,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,151,106,13,15,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,152,84,13,14,2,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,0
basis_selection,quantum,11,153,101,13,40,6,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,154,124,13,29,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,3
basis_selection,quantum,11,155,136,13,24,3,1.92127856242915,1,0.384223521504047,2.441058592528079,0.768447043008094,False,6
basis_selection,quantum,11,156,131,13,17,6,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,1
basis_selection,quantum,11,157,62,13,14,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,158,125,13,33,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,5
basis_selection,quantum,11,159,93,13,17,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,160,144,14,18,2,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,161,147,14,22,3,2.463862036031141,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,3
basis_selection,quantum,11,162,61,14,35,5,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,163,71,14,44,2,2.025913022256463,0,0.3634947369006717,2.3454351497945587,0.7269894738013434,False,1
basis_selection,quantum,11,164,110,14,18,4,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,165,141,14,20,2,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,1
basis_selection,quantum,11,166,159,14,18,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,167,155,14,19,4,1.92127856242915,0,0.384223521504047,2.441058592528079,0.768447043008094,False,0
basis_selection,quantum,11,168,110,15,25,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,169,123,15,30,6,2.9242675828549785,1,0.05369703155925649,1.5454212980376278,0.10739406311851298,False,0
basis_selection,quantum,11,170,143,15,19,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,3
basis_selection,quantum,11,171,116,15,16,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,172,84,15,19,2,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,1
basis_selection,quantum,11,173,4,15,16,1,0.8114071846415329,1,0.30997062864122343,2.281247642492742,0.6199412572824469,False,0
basis_selection,quantum,11,174,27,15,17,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,175,164,15,20,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,176,148,15,28,8,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,177,108,15,18,6,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,178,53,15,16,4,2.6023287046413732,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,0
basis_selection,quantum,11,179,158,16,18,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,180,116,16,31,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,4
basis_selection,quantum,11,181,144,16,28,2,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,182,165,16,19,3,1.747221016829614,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,183,105,16,18,6,3.141592653589793,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,True,0
basis_selection,quantum,11,184,149,16,17,4,1.6213716167030217,1,0.3979997416472868,2.507688968278336,0.7959994832945736,True,0
basis_selection,quantum,11,185,79,16,24,2,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,3
basis_selection,quantum,11,186,156,16,17,7,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,187,129,16,25,3,0.4859437742320945,0,0.1966657009390318,2.058741268203311,0.3933314018780636,False,0
basis_selection,quantum,11,188,166,16,27,8,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,189,170,16,24,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,190,106,16,17,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,191,53,17,18,4,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,192,50,17,20,3,2.2099877291544923,1,0.31678029781826017,2.1854588051335644,0.6335605956365203,False,0
basis_selection,quantum,11,193,144,17,22,2,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,2
basis_selection,quantum,11,194,176,17,29,9,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,195,155,17,19,4,1.92127856242915,1,0.384223521504047,2.441058592528079,0.768447043008094,False,0
basis_selection,quantum,11,196,101,17,19,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,197,141,17,24,2,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,2
basis_selection,quantum,11,198,168,17,26,5,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,199,5,17,18,1,1.8785602469292026,0,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,200,143,17,25,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,2
basis_selection,quantum,11,201,125,17,22,6,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,202,170,17,25,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,203,27,17,18,2,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,204,161,18,20,4,2.463862036031141,1,0.2339418559533893,1.9380594411320238,0.4678837119067786,False,0
basis_selection,quantum,11,205,147,18,24,3,2.8824374094245426,0,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,206,155,18,19,4,1.92127856242915,1,0.384223521504047,2.441058592528079,0.768447043008094,False,0
basis_selection,quantum,11,207,189,18,29,8,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,1
basis_selection,quantum,11,208,126,18,54,7,2.2403906824755238,1,0.3079022235227415,2.1574162815869253,0.615804447045483,False,12
basis_selection,quantum,11,209,85,18,21,2,1.747221016829614,1,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,210,200,18,19,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,211,71,18,25,2,2.467333114411655,1,0.3634947369006717,2.3454351497945587,0.7269894738013434,True,2
basis_selection,quantum,11,212,108,18,19,6,1.8785602469292026,1,0.39139177369048206,2.475916925886636,0.7827835473809641,False,0
basis_selection,quantum,11,213,172,18,25,3,2.4499068562310544,1,0.23896237813099436,1.9521173492266857,0.4779247562619887,False,1
basis_selection,quantum,11,214,170,18,23,7,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,215,180,18,28,6,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
basis_selection,quantum,11,216,197,18,20,3,1.747221016829614,0,0.40853942360235707,2.5564170981826657,0.8170788472047141,False,0
basis_selection,quantum,11,217,188,18,19,9,2.8824374094245426,1,0.06982241500488821,1.5694772823752177,0.13964483000977643,False,0
