theta,phi,local_perturbation_probability,local_perturbation_angle,interaction_angle,damping_probability,phase_damping,quantum_trace,quantum_purity,quantum_p_00,quantum_p_01,quantum_p_10,quantum_p_11,quantum_z_copy_agreement,quantum_z_genotype,quantum_z_offspring,quantum_coherence_l1,quantum_xx,quantum_xy,quantum_yx,quantum_yy,quantum_concurrence,quantum_negativity,quantum_ppt_min_eig,quantum_chsh_max,quantum_entropy,dephased_trace,dephased_purity,dephased_p_00,dephased_p_01,dephased_p_10,dephased_p_11,dephased_z_copy_agreement,dephased_z_genotype,dephased_z_offspring,dephased_coherence_l1,dephased_xx,dephased_xy,dephased_yx,dephased_yy,dephased_concurrence,dephased_negativity,dephased_ppt_min_eig,dephased_chsh_max,dephased_entropy,classical_trace,classical_purity,classical_p_00,classical_p_01,classical_p_10,classical_p_11,classical_z_copy_agreement,classical_z_genotype,classical_z_offspring,classical_coherence_l1,classical_xx,classical_xy,classical_yx,classical_yy,classical_concurrence,classical_negativity,classical_ppt_min_eig,classical_chsh_max,classical_entropy
0.0,0.0,0.05,1.0471975511965976,0.0,0.05,0.0,0.9999999999999999,0.9774226562499999,0.9881249999999999,0.011874999999999995,0.0,0.0,0.9881249999999999,0.9999999999999999,0.97625,0.04220485754033543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9543237321385625,0.09006032905493752,0.9999999999999999,0.9765320312499999,0.9881249999999999,0.011874999999999995,0.0,0.0,0.9881249999999999,0.9999999999999999,0.97625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9525,0.09298153031596706,1.0,0.9765320312500001,0.988125,0.011874999999999997,0.0,0.0,0.988125,1.0,0.9762500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9525000000000001,0.09298153031596693
0.0,0.0,0.05,1.0471975511965976,0.0,0.1,0.0,0.9999999999999999,0.9785968749999998,0.9887499999999999,0.011249999999999998,0.0,0.0,0.9887499999999999,0.9999999999999999,0.9774999999999999,0.04107919181288755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9567255811687034,0.08617239908099787,0.9999999999999999,0.9777531249999998,0.9887499999999999,0.011249999999999998,0.0,0.0,0.9887499999999999,0.9999999999999999,0.9774999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9549999999999998,0.0889704052360259,1.0,0.977753125,0.98875,0.011249999999999998,0.0,0.0,0.98875,1.0,0.9775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955,0.08897040523602573
0.0,0.0,0.05,1.0471975511965976,0.0,0.15000000000000002,0.0,0.9999999999999999,0.9797726562499998,0.9893749999999999,0.010624999999999999,0.0,0.0,0.9893749999999999,0.9999999999999999,0.9787499999999999,0.03992179855667832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9591276757781761,0.08223543231749307,0.9999999999999999,0.9789757812499997,0.9893749999999999,0.010624999999999999,0.0,0.0,0.9893749999999999,0.9999999999999999,0.9787499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9574999999999998,0.08490859081321639,1.0,0.97897578125,0.989375,0.010624999999999997,0.0,0.0,0.989375,1.0,0.97875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9575,0.08490859081321622
0.0,0.0,0.05,1.0471975511965976,0.0,0.2,0.0,0.9999999999999999,0.9809499999999998,0.9899999999999999,0.009999999999999997,0.0,0.0,0.9899999999999999,0.9999999999999999,0.9799999999999999,0.03872983346207415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9615300150647705,0.07824658425767604,0.9999999999999999,0.9801999999999997,0.9899999999999999,0.009999999999999997,0.0,0.0,0.9899999999999999,0.9999999999999999,0.9799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9599999999999997,0.08079313589591133,1.0,0.9802,0.99,0.009999999999999998,0.0,0.0,0.99,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.08079313589591118
0.0,0.0,0.05,1.0471975511965976,0.0,0.25,0.0,1.0,0.98212890625,0.990625,0.009374999999999996,0.0,0.0,0.990625,1.0,0.98125,0.03749999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9639325981305977,0.07420265436092796,1.0,0.98142578125,0.990625,0.009374999999999996,0.0,0.0,0.990625,1.0,0.98125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9625,0.0766207197112512,1.0,0.9814257812500002,0.9906250000000001,0.009374999999999998,0.0,0.0,0.9906250000000001,1.0,0.9812500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9625000000000001,0.07662071971125106
0.0,0.0,0.05,1.0471975511965976,0.0,0.30000000000000004,0.0,1.0,0.9833093749999999,0.99125,0.008749999999999999,0.0,0.0,0.99125,1.0,0.9824999999999999,0.03622844186547347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9663354240820663,0.07010001467121438,1.0,0.9826531249999999,0.99125,0.008749999999999999,0.0,0.0,0.99125,1.0,0.9824999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9649999999999999,0.07238757774015207,1.0,0.9826531250000001,0.9912500000000001,0.008749999999999997,0.0,0.0,0.9912500000000001,1.0,0.9825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.965,0.07238757774015192
0.0,0.0,0.05,1.0471975511965976,0.0,0.35000000000000003,0.0,1.0,0.9844914062499999,0.991875,0.008124999999999997,0.0,0.0,0.991875,1.0,0.9837499999999999,0.034910600109422374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9687384920298578,0.0659345179667505,1.0,0.9838820312499998,0.991875,0.008124999999999997,0.0,0.0,0.991875,1.0,0.9837499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9674999999999998,0.0680894063339323,1.0,0.9838820312500001,0.9918750000000001,0.008124999999999997,0.0,0.0,0.9918750000000001,1.0,0.98375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9675,0.06808940633393214
0.0,0.0,0.05,1.0471975511965976,0.0,0.4,0.0,0.9999999999999999,0.9856749999999999,0.9924999999999999,0.007499999999999999,0.0,0.0,0.9924999999999999,0.9999999999999999,0.985,0.033541019662496896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.971141801088902,0.06170137752912336,0.9999999999999999,0.9851124999999998,0.9924999999999999,0.007499999999999999,0.0,0.0,0.9924999999999999,0.9999999999999999,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0637212378549305,1.0,0.9851125000000001,0.9925,0.007499999999999998,0.0,0.0,0.9925,1.0,0.9850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,0.06372123785493035
0.0,0.0,0.05,1.0471975511965976,0.0,0.45,0.0,0.9999999999999999,0.9868601562499999,0.9931249999999999,0.006874999999999998,0.0,0.0,0.9931249999999999,0.9999999999999999,0.98625,0.03211308144666292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9735453503783489,0.057395006638176746,0.9999999999999999,0.9863445312499999,0.9931249999999999,0.006874999999999998,0.0,0.0,0.9931249999999999,0.9999999999999999,0.98625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9725,0.05927727398734536,1.0,0.9863445312500001,0.993125,0.006874999999999999,0.0,0.0,0.993125,1.0,0.9862500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9725000000000001,0.0592772739873452
0.0,0.0,0.05,1.0471975511965976,0.0,0.5,0.0,0.9999999999999999,0.9880468749999998,0.9937499999999999,0.0062499999999999995,0.0,0.0,0.9937499999999999,0.9999999999999999,0.9874999999999999,0.0306186217847898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9759491390215485,0.05300879936121132,0.9999999999999999,0.9875781249999998,0.9937499999999999,0.0062499999999999995,0.0,0.0,0.9937499999999999,0.9999999999999999,0.9874999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9749999999999999,0.05475065807353433,1.0,0.987578125,0.99375,0.006249999999999999,0.0,0.0,0.99375,1.0,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.975,0.05475065807353417
0.0,0.0,0.05,1.0471975511965976,0.0,0.55,0.0,0.9999999999999999,0.9892351562499998,0.9943749999999999,0.005624999999999999,0.0,0.0,0.9943749999999999,0.9999999999999999,0.9887499999999999,0.02904737509655575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9783531661460243,0.0485348230440134,0.9999999999999999,0.9888132812499999,0.9943749999999999,0.005624999999999999,0.0,0.0,0.9943749999999999,0.9999999999999999,0.9887499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9774999999999998,0.05013315573742626,1.0,0.9888132812500001,0.994375,0.005624999999999998,0.0,0.0,0.994375,1.0,0.98875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9775,0.05013315573742608
0.0,0.0,0.05,1.0471975511965976,0.0,0.6000000000000001,0.0,0.9999999999999999,0.9904249999999998,0.9949999999999999,0.0049999999999999975,0.0,0.0,0.9949999999999999,0.9999999999999999,0.9899999999999999,0.027386127875258404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9807574308834481,0.0439633729617676,0.9999999999999999,0.9900499999999999,0.9949999999999999,0.0049999999999999975,0.0,0.0,0.9949999999999999,0.9999999999999999,0.9899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9799999999999998,0.045414692333794256,1.0,0.9900500000000001,0.995,0.0049999999999999975,0.0,0.0,0.995,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.045414692333794096
0.0,0.0,0.05,1.0471975511965976,0.0,0.65,0.0,1.0,0.9916164062499999,0.995625,0.004374999999999999,0.0,0.0,0.995625,1.0,0.99125,0.02561737691489885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9831619323696186,0.03928230191533944,1.0,0.9912882812499999,0.995625,0.004374999999999999,0.0,0.0,0.995625,1.0,0.99125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9825,0.04058265662833612,1.0,0.9912882812500001,0.9956250000000001,0.004374999999999999,0.0,0.0,0.9956250000000001,1.0,0.9912500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9825000000000002,0.04058265662833596
0.0,0.0,0.05,1.0471975511965976,0.0,0.7000000000000001,0.0,1.0,0.992809375,0.99625,0.0037499999999999986,0.0,0.0,0.99625,1.0,0.9924999999999999,0.023717082451262916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855666697444332,0.034475961481076255,1.0,0.992528125,0.99625,0.0037499999999999986,0.0,0.0,0.99625,1.0,0.9924999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9849999999999999,0.03562080108401289,1.0,0.9925281250000002,0.9962500000000001,0.003749999999999998,0.0,0.0,0.9962500000000001,1.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.03562080108401273
0.0,0.0,0.05,1.0471975511965976,0.0,0.75,0.0,1.0,0.9940039062499999,0.996875,0.0031249999999999993,0.0,0.0,0.996875,1.0,0.9937499999999999,0.02165063509461085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987971642151869,0.02952342452090411,1.0,0.9937695312499999,0.996875,0.0031249999999999993,0.0,0.0,0.996875,1.0,0.9937499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9874999999999998,0.03050739554050825,1.0,0.9937695312500001,0.9968750000000001,0.0031249999999999993,0.0,0.0,0.9968750000000001,1.0,0.99375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9875,0.03050739554050809
0.0,0.0,0.05,1.0471975511965976,0.0,0.8,0.0,0.9999999999999999,0.9951999999999999,0.9974999999999999,0.0024999999999999988,0.0,0.0,0.9974999999999999,0.9999999999999999,0.995,0.01936491673103713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9903768487399567,0.024395249275224705,0.9999999999999999,0.9950124999999999,0.9974999999999999,0.0024999999999999988,0.0,0.0,0.9974999999999999,0.9999999999999999,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.025211865892934854,1.0,0.9950125000000001,0.9975,0.0024999999999999988,0.0,0.0,0.9975,1.0,0.9950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9900000000000002,0.025211865892934695
0.0,0.0,0.05,1.0471975511965976,0.0,0.8500000000000001,0.0,0.9999999999999999,0.9963976562499999,0.9981249999999999,0.0018749999999999984,0.0,0.0,0.9981249999999999,0.9999999999999999,0.99625,0.016770509831248392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9927822886607558,0.019046882467528507,0.9999999999999999,0.9962570312499999,0.9981249999999999,0.0018749999999999984,0.0,0.0,0.9981249999999999,0.9999999999999999,0.99625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9925,0.01968794129478606,1.0,0.9962570312500001,0.998125,0.0018749999999999984,0.0,0.0,0.998125,1.0,0.9962500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9925000000000002,0.0196879412947859
0.0,0.0,0.05,1.0471975511965976,0.0,0.9,0.0,0.9999999999999999,0.9975968749999999,0.9987499999999999,0.0012499999999999994,0.0,0.0,0.9987499999999999,0.9999999999999999,0.9974999999999999,0.013693063937629257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9951879610703347,0.013402686767381915,0.9999999999999999,0.9975031249999999,0.9987499999999999,0.0012499999999999994,0.0,0.0,0.9987499999999999,0.9999999999999999,0.9974999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9949999999999999,0.013857061462908004,1.0,0.9975031250000002,0.99875,0.0012499999999999994,0.0,0.0,0.99875,1.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995,0.013857061462907844
0.0,0.0,0.05,1.0471975511965976,0.0,0.9500000000000001,0.0,0.9999999999999999,0.9987976562499998,0.9993749999999999,0.000624999999999999,0.0,0.0,0.9993749999999999,0.9999999999999999,0.9987499999999999,0.00968245836551851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9975938651287453,0.007303418057581672,0.9999999999999999,0.9987507812499998,0.9993749999999999,0.000624999999999999,0.0,0.0,0.9993749999999999,0.9999999999999999,0.9987499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9974999999999998,0.007553812684068001,1.0,0.99875078125,0.999375,0.000624999999999999,0.0,0.0,0.999375,1.0,0.99875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9975,0.007553812684067841
